city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Coburg,Coburg,50.2585,10.9579,Germany,DE,DEU,Bavaria,minor,42139,1276428862
Siegburg,Siegburg,50.8014,7.2044,Germany,DE,DEU,North Rhine-Westphalia,minor,42025,1276838674
Germering,Germering,48.1333,11.3667,Germany,DE,DEU,Bavaria,,41822,1276002965
Bensheim,Bensheim,49.6811,8.6228,Germany,DE,DEU,Hesse,,41758,1276256416
Eberswalde,Eberswalde,52.8331,13.8331,Germany,DE,DEU,Brandenburg,minor,41704,1276311453
Wunstorf,Wunstorf,52.4238,9.4359,Germany,DE,DEU,Lower Saxony,,41666,1276079483
Königswinter,Konigswinter,50.6833,7.1833,Germany,DE,DEU,North Rhine-Westphalia,,41642,1276951419
Völklingen,Volklingen,49.253,6.8567,Germany,DE,DEU,Saarland,,41632,1276052749
Hückelhoven,Huckelhoven,51.0608,6.2197,Germany,DE,DEU,North Rhine-Westphalia,,41594,1276391695
Nürtingen,Nurtingen,48.6267,9.3353,Germany,DE,DEU,Baden-Württemberg,,41447,1276408465
Schwabach,Schwabach,49.3292,11.0208,Germany,DE,DEU,Bavaria,minor,41380,1276017987
Buchholz in der Nordheide,Buchholz in der Nordheide,53.3285,9.8621,Germany,DE,DEU,Lower Saxony,,41290,1276859084
Buxtehude,Buxtehude,53.4769,9.7011,Germany,DE,DEU,Lower Saxony,minor,41256,1276767530
Neumarkt,Neumarkt,49.2833,11.4667,Germany,DE,DEU,Bavaria,minor,41255,1276002746
Nordhausen,Nordhausen,51.505,10.7911,Germany,DE,DEU,Thuringia,minor,41233,1276946322
Freiberg,Freiberg,50.9119,13.3428,Germany,DE,DEU,Saxony,minor,41045,1276914988
Pirmasens,Pirmasens,49.2,7.6,Germany,DE,DEU,Rhineland-Palatinate,minor,40941,1276000134
Schorndorf,Schorndorf,48.8,9.5333,Germany,DE,DEU,Baden-Württemberg,,40614,1276068626
Ahaus,Ahaus,52.0794,7.0134,Germany,DE,DEU,North Rhine-Westphalia,,40580,1276411347
Lemgo,Lemgo,52.0277,8.9043,Germany,DE,DEU,North Rhine-Westphalia,,40531,1276164957
Leinfelden-Echterdingen,Leinfelden-Echterdingen,48.6928,9.1428,Germany,DE,DEU,Baden-Württemberg,,40526,1276447188
Hofheim,Hofheim,50.0876,8.4447,Germany,DE,DEU,Hesse,minor,40412,1276364825
Löhne,Lohne,52.2,8.7,Germany,DE,DEU,North Rhine-Westphalia,,40162,1276788847
Halberstadt,Halberstadt,51.8958,11.0467,Germany,DE,DEU,Saxony-Anhalt,minor,40069,1276900818
Langen,Langen,49.9893,8.6803,Germany,DE,DEU,Hesse,,40009,1276365275
Ostfildern,Ostfildern,48.7228,9.2631,Germany,DE,DEU,Baden-Württemberg,,39833,1276855000
Ettlingen,Ettlingen,48.9333,8.4,Germany,DE,DEU,Baden-Württemberg,,39763,1276126657
Maintal,Maintal,50.15,8.8333,Germany,DE,DEU,Hesse,,39698,1276616960
Freital,Freital,51.0167,13.65,Germany,DE,DEU,Saxony,,39477,1276672229
Niederkassel,Niederkassel,50.8167,7.0333,Germany,DE,DEU,North Rhine-Westphalia,,39424,1276316077
Neu Isenburg,Neu Isenburg,50.0558,8.6971,Germany,DE,DEU,Hesse,,39420,1276467901
Pirna,Pirna,50.9622,13.9403,Germany,DE,DEU,Saxony,minor,39303,1276247543
Mettmann,Mettmann,51.25,6.9667,Germany,DE,DEU,North Rhine-Westphalia,minor,39197,1276000749
Weißenfels,Weissenfels,51.2,11.9667,Germany,DE,DEU,Saxony-Anhalt,,39181,1276292106
Ilmenau,Ilmenau,50.6872,10.9142,Germany,DE,DEU,Thuringia,,39147,1276541405
Königs Wusterhausen,Konigs Wusterhausen,52.2917,13.625,Germany,DE,DEU,Brandenburg,,39096,1276871907
Stendal,Stendal,52.6,11.85,Germany,DE,DEU,Saxony-Anhalt,minor,38946,1276016814
Papenburg,Papenburg,53.0667,7.4,Germany,DE,DEU,Lower Saxony,minor,38841,1276460693
Würselen,Wurselen,50.8247,6.1275,Germany,DE,DEU,North Rhine-Westphalia,,38750,1276620771
Kamp-Lintfort,Kamp-Lintfort,51.5,6.5333,Germany,DE,DEU,North Rhine-Westphalia,,38731,1276081102
Kehl,Kehl,48.5711,7.8089,Germany,DE,DEU,Baden-Württemberg,,38721,1276615908
Wesseling,Wesseling,50.8207,6.9786,Germany,DE,DEU,North Rhine-Westphalia,,38355,1276392642
Greven,Greven,52.0917,7.6083,Germany,DE,DEU,North Rhine-Westphalia,,38321,1276669554
Fürstenfeldbruck,Furstenfeldbruck,48.1778,11.2556,Germany,DE,DEU,Bavaria,minor,38187,1276347995
Backnang,Backnang,48.9464,9.4306,Germany,DE,DEU,Baden-Württemberg,,38184,1276031423
Bautzen,Bautzen,51.1814,14.4239,Germany,DE,DEU,Saxony,minor,38039,1276088190
Bitterfeld,Bitterfeld,51.6425,12.3076,Germany,DE,DEU,Saxony-Anhalt,,37850,1276169908
Warendorf,Warendorf,51.9539,7.9933,Germany,DE,DEU,North Rhine-Westphalia,minor,37847,1276005733
Tuttlingen,Tuttlingen,47.985,8.8233,Germany,DE,DEU,Baden-Württemberg,minor,37784,1276649477
Beckum,Beckum,51.7558,8.0408,Germany,DE,DEU,North Rhine-Westphalia,,37452,1276000534
Cloppenburg,Cloppenburg,52.8478,8.0439,Germany,DE,DEU,Lower Saxony,minor,37280,1276769960
Coesfeld,Coesfeld,51.9458,7.1675,Germany,DE,DEU,North Rhine-Westphalia,minor,37259,1276053897
Erding,Erding,48.3001,11.9082,Germany,DE,DEU,Bavaria,minor,37169,1276458355
Suhl,Suhl,50.6106,10.6931,Germany,DE,DEU,Thuringia,minor,36986,1276059886
Sinsheim,Sinsheim,49.25,8.8833,Germany,DE,DEU,Baden-Württemberg,,36978,1276820270
Mühlhausen,Muhlhausen,51.2167,10.45,Germany,DE,DEU,Thuringia,minor,36641,1276181580
Emsdetten,Emsdetten,52.1728,7.5344,Germany,DE,DEU,North Rhine-Westphalia,,36556,1276439566
Limburg,Limburg,50.3833,8.0667,Germany,DE,DEU,Hesse,minor,36506,1276188257
Winsen,Winsen,53.3667,10.2167,Germany,DE,DEU,Lower Saxony,minor,36499,1276491512
Ingelheim,Ingelheim,49.9747,8.0564,Germany,DE,DEU,Rhineland-Palatinate,minor,36390,1276699130
Porta Westfalica,Porta Westfalica,52.2401,8.9214,Germany,DE,DEU,North Rhine-Westphalia,,36300,1276426167
Voerde,Voerde,51.6,6.6833,Germany,DE,DEU,North Rhine-Westphalia,,36282,1276242749
Crailsheim,Crailsheim,49.1347,10.0706,Germany,DE,DEU,Baden-Württemberg,,36239,1276001596
Meppen,Meppen,52.6906,7.291,Germany,DE,DEU,Lower Saxony,minor,36137,1276180771
Bad Vilbel,Bad Vilbel,50.1781,8.7361,Germany,DE,DEU,Hesse,,36021,1276387851
Deggendorf,Deggendorf,48.8353,12.9644,Germany,DE,DEU,Bavaria,minor,35757,1276512590
Goch,Goch,51.6839,6.1619,Germany,DE,DEU,North Rhine-Westphalia,,35520,1276890926
Steinfurt,Steinfurt,52.1504,7.3366,Germany,DE,DEU,North Rhine-Westphalia,minor,35456,1276842137
Mörfelden-Walldorf,Morfelden-Walldorf,49.9896,8.5661,Germany,DE,DEU,Hesse,,35359,1276425407
Lage,Lage,51.9833,8.8,Germany,DE,DEU,North Rhine-Westphalia,,35311,1276243855
Dietzenbach,Dietzenbach,50.0086,8.7756,Germany,DE,DEU,Hesse,,35268,1276741284
Datteln,Datteln,51.6539,7.3417,Germany,DE,DEU,North Rhine-Westphalia,,35200,1276259793
Leer,Leer,53.2308,7.4528,Germany,DE,DEU,Lower Saxony,minor,35163,1276392695
Sankt Ingbert,Sankt Ingbert,49.2789,7.115,Germany,DE,DEU,Saarland,,35059,1276174089
Balingen,Balingen,48.2731,8.8506,Germany,DE,DEU,Baden-Württemberg,minor,35054,1276586382
Barsinghausen,Barsinghausen,52.3031,9.4606,Germany,DE,DEU,Lower Saxony,,34955,1276183527
Saarlouis,Saarlouis,49.3167,6.75,Germany,DE,DEU,Saarland,minor,34893,1276663502
Kempen,Kempen,51.3658,6.4194,Germany,DE,DEU,North Rhine-Westphalia,,34888,1276967592
Seelze,Seelze,52.3961,9.5981,Germany,DE,DEU,Lower Saxony,,34798,1276781689
Merseburg,Merseburg,51.3544,11.9928,Germany,DE,DEU,Saxony-Anhalt,minor,34721,1276735436
Wermelskirchen,Wermelskirchen,51.1392,7.2051,Germany,DE,DEU,North Rhine-Westphalia,,34673,1276444512
Wedel,Wedel,53.5833,9.7,Germany,DE,DEU,Schleswig-Holstein,,34617,1276016066
Zweibrücken,Zweibrucken,49.2494,7.3608,Germany,DE,DEU,Rhineland-Palatinate,minor,34613,1276900149
Geldern,Geldern,51.5197,6.3325,Germany,DE,DEU,North Rhine-Westphalia,,34604,1276273584
Ahrensburg,Ahrensburg,53.6747,10.2411,Germany,DE,DEU,Schleswig-Holstein,minor,34601,1276744963
Viernheim,Viernheim,49.538,8.5792,Germany,DE,DEU,Hesse,,34348,1276924320
Biberach,Biberach,48.0981,9.7886,Germany,DE,DEU,Baden-Württemberg,minor,34331,1276241010
Korschenbroich,Korschenbroich,51.1833,6.5167,Germany,DE,DEU,North Rhine-Westphalia,,34324,1276206387
Kornwestheim,Kornwestheim,48.8597,9.185,Germany,DE,DEU,Baden-Württemberg,,34177,1276918130
Stuhr,Stuhr,53.0167,8.75,Germany,DE,DEU,Lower Saxony,,34176,1276158158
Vechta,Vechta,52.7306,8.2886,Germany,DE,DEU,Lower Saxony,minor,34145,1276147280
Uelzen,Uelzen,52.9647,10.5658,Germany,DE,DEU,Lower Saxony,minor,33991,1276042012
Hemer,Hemer,51.3833,7.7667,Germany,DE,DEU,North Rhine-Westphalia,,33916,1276327126
Rheinfelden (Baden),Rheinfelden (Baden),47.5611,7.7917,Germany,DE,DEU,Baden-Württemberg,,33849,1276547516
Bad Nauheim,Bad Nauheim,50.3667,8.75,Germany,DE,DEU,Hesse,,33809,1276664999
Radebeul,Radebeul,51.1033,13.67,Germany,DE,DEU,Saxony,,33804,1276277969
Schwedt (Oder),Schwedt (Oder),53.0631,14.2831,Germany,DE,DEU,Brandenburg,,33635,1276552729
Forchheim,Forchheim,49.7197,11.0581,Germany,DE,DEU,Bavaria,minor,33610,1276030665
Jülich,Julich,50.9222,6.3583,Germany,DE,DEU,North Rhine-Westphalia,,33359,1276891190
Lampertheim,Lampertheim,49.5942,8.4671,Germany,DE,DEU,Hesse,,33053,1276406891
Herrenberg,Herrenberg,48.5967,8.8708,Germany,DE,DEU,Baden-Württemberg,,32961,1276549799
Achim,Achim,53.013,9.033,Germany,DE,DEU,Lower Saxony,minor,32961,1276242263
Delbrück,Delbruck,51.7667,8.5667,Germany,DE,DEU,North Rhine-Westphalia,,32874,1276424035
Geesthacht,Geesthacht,53.4375,10.3675,Germany,DE,DEU,Schleswig-Holstein,minor,32763,1276117326
Fürstenwalde,Furstenwalde,52.3667,14.0667,Germany,DE,DEU,Brandenburg,,32763,1276767308
Neuruppin,Neuruppin,52.9222,12.8,Germany,DE,DEU,Brandenburg,minor,32656,1276820903
Radolfzell am Bodensee,Radolfzell am Bodensee,47.7369,8.9697,Germany,DE,DEU,Baden-Württemberg,,32575,1276934854
Naumburg,Naumburg,51.1521,11.8098,Germany,DE,DEU,Saxony-Anhalt,minor,32336,1276335227
Itzehoe,Itzehoe,53.925,9.5164,Germany,DE,DEU,Schleswig-Holstein,minor,32319,1276277285
Ganderkesee,Ganderkesee,53.0358,8.5483,Germany,DE,DEU,Lower Saxony,minor,32149,1276035845
Bernburg,Bernburg,51.8,11.7333,Germany,DE,DEU,Saxony-Anhalt,minor,32106,1276331294
Georgsmarienhütte,Georgsmarienhutte,52.2031,8.0447,Germany,DE,DEU,Lower Saxony,,32022,1276001308
Wernigerode,Wernigerode,51.835,10.7853,Germany,DE,DEU,Saxony-Anhalt,,31943,1276322228
Oer-Erkenschwick,Oer-Erkenschwick,51.6422,7.2508,Germany,DE,DEU,North Rhine-Westphalia,,31918,1276269090
Bramsche,Bramsche,52.4089,7.9728,Germany,DE,DEU,Lower Saxony,minor,31801,1276405075
Altenburg,Altenburg,50.985,12.4333,Germany,DE,DEU,Thuringia,minor,31580,1276224301
Hoyerswerda,Hoyerswerda,51.4331,14.25,Germany,DE,DEU,Saxony,,31404,1276992982
Burgdorf,Burgdorf,52.4438,10.0078,Germany,DE,DEU,Lower Saxony,,31302,1276623419
Kreuztal,Kreuztal,50.9617,7.9881,Germany,DE,DEU,North Rhine-Westphalia,,31251,1276001601
Gevelsberg,Gevelsberg,51.3265,7.3559,Germany,DE,DEU,North Rhine-Westphalia,,31198,1276634761
Friedberg,Friedberg,50.3353,8.755,Germany,DE,DEU,Hesse,minor,31131,1276800921
Rheinberg,Rheinberg,51.5467,6.6006,Germany,DE,DEU,North Rhine-Westphalia,,31096,1276286236
Weil am Rhein,Weil am Rhein,47.5947,7.6108,Germany,DE,DEU,Baden-Württemberg,,31065,1276439955
Unterschleißheim,Unterschleissheim,48.2833,11.5667,Germany,DE,DEU,Bavaria,,31009,1276071648
Werl,Werl,51.5528,7.9139,Germany,DE,DEU,North Rhine-Westphalia,,30938,1276291604
Lohmar,Lohmar,50.8415,7.2166,Germany,DE,DEU,North Rhine-Westphalia,,30894,1276535520
Walsrode,Walsrode,52.8592,9.5853,Germany,DE,DEU,Lower Saxony,minor,30890,1276472764
Neuburg,Neuburg,48.7333,11.1833,Germany,DE,DEU,Bavaria,minor,30881,1276560116
Taunusstein,Taunusstein,50.1435,8.1606,Germany,DE,DEU,Hesse,,30820,1276571090
Bad Hersfeld,Bad Hersfeld,50.8683,9.7067,Germany,DE,DEU,Hesse,minor,30770,1276923242
Einbeck,Einbeck,51.8167,9.8667,Germany,DE,DEU,Lower Saxony,,30725,1276253461
Osterholz-Scharmbeck,Osterholz-Scharmbeck,53.2269,8.7947,Germany,DE,DEU,Lower Saxony,minor,30717,1276987274
Friedberg,Friedberg,48.35,10.9833,Germany,DE,DEU,Bavaria,,30670,1276408320
Haan,Haan,51.2078,7.0169,Germany,DE,DEU,North Rhine-Westphalia,,30558,1276168837
Rendsburg,Rendsburg,54.3044,9.6644,Germany,DE,DEU,Schleswig-Holstein,minor,30545,1276159889
Ennepetal,Ennepetal,51.3021,7.3425,Germany,DE,DEU,North Rhine-Westphalia,,30502,1276394678
Rietberg,Rietberg,51.8,8.4333,Germany,DE,DEU,North Rhine-Westphalia,,30461,1276651074
Andernach,Andernach,50.4397,7.4017,Germany,DE,DEU,Rhineland-Palatinate,,30408,1276142194
Schönebeck,Schonebeck,52.0167,11.75,Germany,DE,DEU,Saxony-Anhalt,,30402,1276217785
Schwandorf,Schwandorf,49.3236,12.0993,Germany,DE,DEU,Bavaria,minor,30239,1276268287
Gaggenau,Gaggenau,48.8039,8.3194,Germany,DE,DEU,Baden-Württemberg,,30190,1276552610
Bretten,Bretten,49.0364,8.7061,Germany,DE,DEU,Baden-Württemberg,,30136,1276638008
Merzig,Merzig,49.4422,6.6375,Germany,DE,DEU,Saarland,minor,30070,1276524998
Bad Zwischenahn,Bad Zwischenahn,53.1836,8.0097,Germany,DE,DEU,Lower Saxony,minor,30051,1276503429
Meschede,Meschede,51.3503,8.2836,Germany,DE,DEU,North Rhine-Westphalia,minor,29988,1276139753
Werve,Werve,51.6627,7.6355,Germany,DE,DEU,North Rhine-Westphalia,,29868,1276001404
Oelde,Oelde,51.8258,8.1436,Germany,DE,DEU,North Rhine-Westphalia,,29783,1276826099
Landsberg,Landsberg,48.0528,10.8689,Germany,DE,DEU,Bavaria,minor,29739,1276208782
Waltrop,Waltrop,51.6236,7.3972,Germany,DE,DEU,North Rhine-Westphalia,,29586,1276333081
Güstrow,Gustrow,53.7939,12.1764,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,29582,1276582967
Steinheim am Main,Steinheim am Main,50.1257,8.83,Germany,DE,DEU,Hesse,,29452,1276179059
Ludwigsfelde,Ludwigsfelde,52.2997,13.2667,Germany,DE,DEU,Brandenburg,,29441,1276940684
Winnenden,Winnenden,48.8764,9.3978,Germany,DE,DEU,Baden-Württemberg,,29436,1276828910
Vaihingen an der Enz,Vaihingen an der Enz,48.9328,8.9564,Germany,DE,DEU,Baden-Württemberg,,29387,1276306973
Blankenfelde,Blankenfelde,52.35,13.4,Germany,DE,DEU,Brandenburg,,29344,1276580790
Northeim,Northeim,51.7067,10.0011,Germany,DE,DEU,Lower Saxony,minor,29337,1276938853
Tönisvorst,Tonisvorst,51.3208,6.4931,Germany,DE,DEU,North Rhine-Westphalia,,29331,1276126819
Geislingen an der Steige,Geislingen an der Steige,48.6244,9.8306,Germany,DE,DEU,Baden-Württemberg,,29261,1276183243
Springe,Springe,52.2167,9.55,Germany,DE,DEU,Lower Saxony,,29258,1276257894
Bühl,Buhl,48.6953,8.135,Germany,DE,DEU,Baden-Württemberg,,29214,1276639756
Rösrath,Rosrath,50.9,7.1833,Germany,DE,DEU,North Rhine-Westphalia,,29206,1276492557
Riesa,Riesa,51.3081,13.2939,Germany,DE,DEU,Saxony,,29127,1276381687
Saalfeld,Saalfeld,50.6506,11.3542,Germany,DE,DEU,Thuringia,minor,29121,1276907261
Kelkheim (Taunus),Kelkheim (Taunus),50.138,8.4525,Germany,DE,DEU,Hesse,,29106,1276386467
Meißen,Meissen,51.1636,13.4775,Germany,DE,DEU,Saxony,minor,29051,1276054483
Emmendingen,Emmendingen,48.1214,7.8492,Germany,DE,DEU,Baden-Württemberg,minor,29035,1276708263
Mechernich,Mechernich,50.6,6.65,Germany,DE,DEU,North Rhine-Westphalia,,28900,1276281325
Höxter,Hoxter,51.7667,9.3667,Germany,DE,DEU,North Rhine-Westphalia,minor,28749,1276004976
Hattersheim,Hattersheim,50.0722,8.4864,Germany,DE,DEU,Hesse,,28720,1276209175
Schwelm,Schwelm,51.2904,7.2972,Germany,DE,DEU,North Rhine-Westphalia,minor,28711,1276363762
Reinbek,Reinbek,53.5089,10.2483,Germany,DE,DEU,Schleswig-Holstein,minor,28579,1276939131
Kevelaer,Kevelaer,51.5833,6.25,Germany,DE,DEU,North Rhine-Westphalia,,28466,1276753170
Verden,Verden,52.9211,9.2306,Germany,DE,DEU,Lower Saxony,minor,28453,1276613119
Geilenkirchen,Geilenkirchen,50.9653,6.1194,Germany,DE,DEU,North Rhine-Westphalia,,28399,1276421191
Königsbrunn,Konigsbrunn,48.2689,10.8908,Germany,DE,DEU,Bavaria,,28377,1276917723
Zeitz,Zeitz,51.0492,12.135,Germany,DE,DEU,Saxony-Anhalt,,28345,1276390204
Baunatal,Baunatal,51.2589,9.4183,Germany,DE,DEU,Hesse,,28298,1276339266
Grimma,Grimma,51.2383,12.7288,Germany,DE,DEU,Saxony,,28269,1276049939
Arnstadt,Arnstadt,50.8342,10.9464,Germany,DE,DEU,Thuringia,minor,28264,1276728389
Griesheim,Griesheim,49.8594,8.5525,Germany,DE,DEU,Hesse,,28210,1276867372
Leichlingen,Leichlingen,51.1167,7.0167,Germany,DE,DEU,North Rhine-Westphalia,,28202,1276227302
Baesweiler,Baesweiler,50.9061,6.1874,Germany,DE,DEU,North Rhine-Westphalia,,28005,1276109783
Lohne,Lohne,52.6667,8.2386,Germany,DE,DEU,Lower Saxony,,27949,1276514079
Teltow,Teltow,52.4022,13.2706,Germany,DE,DEU,Brandenburg,,27880,1276388501
Sundern,Sundern,51.3167,8,Germany,DE,DEU,North Rhine-Westphalia,,27783,1276362137
Strausberg,Strausberg,52.5775,13.8817,Germany,DE,DEU,Brandenburg,,27780,1276019110
Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,50.5447,7.1133,Germany,DE,DEU,Rhineland-Palatinate,minor,27647,1276768738
Heppenheim,Heppenheim,49.6415,8.645,Germany,DE,DEU,Hesse,minor,27610,1276763901
Wangen im Allgäu,Wangen im Allgau,47.6858,9.8342,Germany,DE,DEU,Baden-Württemberg,,27608,1276638340
Butzbach,Butzbach,50.4367,8.6622,Germany,DE,DEU,Hesse,,27528,1276386116
Schloß Holte-Stukenbrock,Schloss Holte-Stukenbrock,51.8833,8.6167,Germany,DE,DEU,North Rhine-Westphalia,,27520,1276497165
Ehingen an der Donau,Ehingen an der Donau,48.2833,9.7236,Germany,DE,DEU,Baden-Württemberg,,27504,1276432627
Overath,Overath,50.9328,7.2839,Germany,DE,DEU,North Rhine-Westphalia,,27489,1276053339
Wetter (Ruhr),Wetter (Ruhr),51.3837,7.3907,Germany,DE,DEU,North Rhine-Westphalia,,27450,1276406634
Hamminkeln,Hamminkeln,51.7319,6.5908,Germany,DE,DEU,North Rhine-Westphalia,,27450,1276465671
Wegberg,Wegberg,51.1333,6.2667,Germany,DE,DEU,North Rhine-Westphalia,,27305,1276843809
Leimen,Leimen,49.3481,8.6911,Germany,DE,DEU,Baden-Württemberg,,27286,1276081089
Neustadt,Neustadt,48.8111,9.3656,Germany,DE,DEU,Baden-Württemberg,,27245,1276729265
Rheinbach,Rheinbach,50.6256,6.9491,Germany,DE,DEU,North Rhine-Westphalia,,27238,1276000657
Pfaffenhofen,Pfaffenhofen,48.5298,11.5038,Germany,DE,DEU,Bavaria,minor,27143,1276259181
Hohen Neuendorf,Hohen Neuendorf,52.6667,13.2831,Germany,DE,DEU,Brandenburg,,27131,1276577032
Wiesloch,Wiesloch,49.2942,8.6983,Germany,DE,DEU,Baden-Württemberg,,27120,1276473184
Werder,Werder,52.3781,12.935,Germany,DE,DEU,Brandenburg,,26970,1276890349
Selm,Selm,51.6833,7.4833,Germany,DE,DEU,North Rhine-Westphalia,,26767,1276238006
Mühlacker,Muhlacker,48.95,8.8392,Germany,DE,DEU,Baden-Württemberg,,26664,1276456440
Achern,Achern,48.6314,8.0739,Germany,DE,DEU,Baden-Württemberg,,26664,1276045216
Hennigsdorf,Hennigsdorf,52.6378,13.2036,Germany,DE,DEU,Brandenburg,,26623,1276509399
Groß-Gerau,Gross-Gerau,49.9214,8.4818,Germany,DE,DEU,Hesse,minor,26614,1276722779
Heiligenhaus,Heiligenhaus,51.3265,6.971,Germany,DE,DEU,North Rhine-Westphalia,,26590,1276630818
Neckarsulm,Neckarsulm,49.1917,9.2244,Germany,DE,DEU,Baden-Württemberg,,26523,1276644905
Aschersleben,Aschersleben,51.75,11.4667,Germany,DE,DEU,Saxony-Anhalt,,26416,1276084397
Lauf,Lauf,49.5103,11.2772,Germany,DE,DEU,Bavaria,minor,26413,1276202337
Nordenham,Nordenham,53.5,8.4667,Germany,DE,DEU,Lower Saxony,,26410,1276525140
Bingen am Rhein,Bingen am Rhein,49.9669,7.895,Germany,DE,DEU,Rhineland-Palatinate,,26339,1276879617
Weiterstadt,Weiterstadt,49.9,8.6,Germany,DE,DEU,Hesse,,26291,1276959186
Zirndorf,Zirndorf,49.45,10.95,Germany,DE,DEU,Bavaria,,26257,1276906291
Lübbecke,Lubbecke,52.3081,8.6231,Germany,DE,DEU,North Rhine-Westphalia,,26161,1276934438
Lindau,Lindau,47.5458,9.6839,Germany,DE,DEU,Bavaria,,26155,1276918139
Harsewinkel,Harsewinkel,51.9667,8.2331,Germany,DE,DEU,North Rhine-Westphalia,,26126,1276882516
Unterhaching,Unterhaching,48.0658,11.61,Germany,DE,DEU,Bavaria,,26079,1276779846
Kulmbach,Kulmbach,50.1081,11.4556,Germany,DE,DEU,Bavaria,minor,26052,1276728110
Bad Honnef am Rhein,Bad Honnef am Rhein,50.645,7.2269,Germany,DE,DEU,North Rhine-Westphalia,,26025,1276512885
Friedrichsdorf,Friedrichsdorf,50.2569,8.6418,Germany,DE,DEU,Hesse,,25937,1276577829
Schleswig,Schleswig,54.5153,9.5697,Germany,DE,DEU,Schleswig-Holstein,minor,25904,1276884755
Geretsried,Geretsried,47.8667,11.4667,Germany,DE,DEU,Bavaria,,25863,1276737058
Idstein,Idstein,50.2206,8.2692,Germany,DE,DEU,Hesse,,25709,1276320507
Horb am Neckar,Horb am Neckar,48.445,8.6911,Germany,DE,DEU,Baden-Württemberg,,25695,1276353248
Verl,Verl,51.8831,8.5167,Germany,DE,DEU,North Rhine-Westphalia,,25691,1276182306
Helmstedt,Helmstedt,52.2281,11.0106,Germany,DE,DEU,Lower Saxony,minor,25633,1276360393
Rinteln,Rinteln,52.186,9.0792,Germany,DE,DEU,Lower Saxony,,25626,1276137941
Brilon,Brilon,51.3956,8.5678,Germany,DE,DEU,North Rhine-Westphalia,,25624,1276723318
Vaterstetten,Vaterstetten,48.105,11.7706,Germany,DE,DEU,Bavaria,,25596,1276137898
Öhringen,Ohringen,49.2,9.5,Germany,DE,DEU,Baden-Württemberg,,25591,1276641265
Rottweil,Rottweil,48.1681,8.6247,Germany,DE,DEU,Baden-Württemberg,minor,25548,1276117708
Obertshausen,Obertshausen,50.0715,8.8482,Germany,DE,DEU,Hesse,,25531,1276455006
Weingarten,Weingarten,47.8078,9.6417,Germany,DE,DEU,Baden-Württemberg,,25521,1276346018
Sankt Wendel,Sankt Wendel,49.4667,7.1667,Germany,DE,DEU,Saarland,minor,25503,1276025539
Roth,Roth,49.2461,11.0911,Germany,DE,DEU,Bavaria,,25405,1276856142
Ellwangen,Ellwangen,48.9611,10.1306,Germany,DE,DEU,Baden-Württemberg,,25372,1276278127
Wiehl,Wiehl,50.95,7.5333,Germany,DE,DEU,North Rhine-Westphalia,,25356,1276813101
Delitzsch,Delitzsch,51.5264,12.3425,Germany,DE,DEU,Saxony,,25341,1276928962
Ditzingen,Ditzingen,48.8264,9.0667,Germany,DE,DEU,Baden-Württemberg,,25318,1276272726
Lüdinghausen,Ludinghausen,51.7681,7.4444,Germany,DE,DEU,North Rhine-Westphalia,,25306,1276526583
Sangerhausen,Sangerhausen,51.4667,11.3,Germany,DE,DEU,Saxony-Anhalt,minor,25300,1276588418
Pfungstadt,Pfungstadt,49.8056,8.6044,Germany,DE,DEU,Hesse,,25299,1276568312
Espelkamp,Espelkamp,52.3772,8.6328,Germany,DE,DEU,North Rhine-Westphalia,,25294,1276996942
Salzkotten,Salzkotten,51.6708,8.6047,Germany,DE,DEU,North Rhine-Westphalia,,25283,1276941056
Lennestadt,Lennestadt,51.1236,8.0681,Germany,DE,DEU,North Rhine-Westphalia,,25275,1276165009
Petershagen,Petershagen,52.3833,8.9667,Germany,DE,DEU,North Rhine-Westphalia,,25226,1276300392
Norden,Norden,53.5967,7.2056,Germany,DE,DEU,Lower Saxony,minor,25210,1276766299
Waldshut-Tiengen,Waldshut-Tiengen,47.6231,8.2144,Germany,DE,DEU,Baden-Württemberg,minor,25114,1276011078
Bad Oldesloe,Bad Oldesloe,53.8117,10.3742,Germany,DE,DEU,Schleswig-Holstein,minor,25104,1276683854
Meckenheim,Meckenheim,50.6333,7.0167,Germany,DE,DEU,North Rhine-Westphalia,,25031,1276114705
Schmallenberg,Schmallenberg,51.1536,8.2853,Germany,DE,DEU,North Rhine-Westphalia,,24970,1276002699
Olpe,Olpe,51.0294,7.8439,Germany,DE,DEU,North Rhine-Westphalia,minor,24961,1276501027
Syke,Syke,52.9161,8.8186,Germany,DE,DEU,Lower Saxony,,24956,1276951328
Sprockhövel,Sprockhovel,51.3614,7.244,Germany,DE,DEU,North Rhine-Westphalia,,24956,1276006803
Rathenow,Rathenow,52.6,12.3333,Germany,DE,DEU,Brandenburg,minor,24918,1276833446
Meiningen,Meiningen,50.55,10.4167,Germany,DE,DEU,Thuringia,minor,24867,1276941916
Plettenberg,Plettenberg,51.2128,7.8715,Germany,DE,DEU,North Rhine-Westphalia,,24788,1276414700
Rudolstadt,Rudolstadt,50.7169,11.3275,Germany,DE,DEU,Thuringia,,24767,1276466405
