city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Bad Mergentheim,Bad Mergentheim,49.4908,9.7731,Germany,DE,DEU,Baden-Württemberg,,24752,1276714498
Haren,Haren,52.7917,7.2381,Germany,DE,DEU,Lower Saxony,minor,24719,1276278460
Zittau,Zittau,50.8961,14.8072,Germany,DE,DEU,Saxony,,24710,1276061456
Herzogenaurach,Herzogenaurach,49.57,10.8819,Germany,DE,DEU,Bavaria,,24674,1276809658
Bedburg,Bedburg,51,6.5625,Germany,DE,DEU,North Rhine-Westphalia,,24645,1276409548
Waldkraiburg,Waldkraiburg,48.2167,12.4,Germany,DE,DEU,Bavaria,,24604,1276784836
Ronnenberg,Ronnenberg,52.3194,9.6556,Germany,DE,DEU,Lower Saxony,,24505,1276210070
Markkleeberg,Markkleeberg,51.2756,12.3692,Germany,DE,DEU,Saxony,,24488,1276805845
Warstein,Warstein,51.45,8.3667,Germany,DE,DEU,North Rhine-Westphalia,,24464,1276854914
Isernhagen-Süd,Isernhagen-Sud,52.4342,9.8572,Germany,DE,DEU,Lower Saxony,,24459,1276610067
Attendorn,Attendorn,51.1264,7.9033,Germany,DE,DEU,North Rhine-Westphalia,,24452,1276325506
Calw,Calw,48.7144,8.7375,Germany,DE,DEU,Baden-Württemberg,minor,24448,1276416126
Eisenhüttenstadt,Eisenhuttenstadt,52.1465,14.63,Germany,DE,DEU,Brandenburg,,24447,1276902561
Wandlitz,Wandlitz,52.75,13.4497,Germany,DE,DEU,Brandenburg,,24363,1276059066
Übach-Palenberg,Ubach-Palenberg,50.9197,6.1194,Germany,DE,DEU,North Rhine-Westphalia,,24354,1276712019
Freudenstadt,Freudenstadt,48.4633,8.4111,Germany,DE,DEU,Baden-Württemberg,minor,24337,1276092007
Varel,Varel,53.3969,8.1361,Germany,DE,DEU,Lower Saxony,minor,24335,1276834869
Garmisch-Partenkirchen,Garmisch-Partenkirchen,47.4921,11.0958,Germany,DE,DEU,Bavaria,minor,24214,1276000934
Sehnde,Sehnde,52.3161,9.9642,Germany,DE,DEU,Lower Saxony,,24167,1276201782
Jüchen,Juchen,51.1011,6.5017,Germany,DE,DEU,North Rhine-Westphalia,,24141,1276318248
Korbach,Korbach,51.2719,8.8731,Germany,DE,DEU,Hesse,minor,24089,1276822678
Westerstede,Westerstede,53.25,7.9167,Germany,DE,DEU,Lower Saxony,minor,23984,1276738053
Staßfurt,Stassfurt,51.8515,11.5889,Germany,DE,DEU,Saxony-Anhalt,,23963,1276438491
Alfter,Alfter,50.7356,7.0092,Germany,DE,DEU,North Rhine-Westphalia,,23949,1276256549
Starnberg,Starnberg,47.9972,11.3406,Germany,DE,DEU,Bavaria,minor,23940,1276454637
Limbach-Oberfrohna,Limbach-Oberfrohna,50.8667,12.75,Germany,DE,DEU,Saxony,,23923,1276772007
Gelnhausen,Gelnhausen,50.2027,9.1905,Germany,DE,DEU,Hesse,,23841,1276351264
Husum,Husum,54.4769,9.0511,Germany,DE,DEU,Schleswig-Holstein,minor,23814,1276973778
Döbeln,Dobeln,51.1194,13.1128,Germany,DE,DEU,Saxony,,23728,1276060973
Mosbach,Mosbach,49.35,9.1333,Germany,DE,DEU,Baden-Württemberg,minor,23647,1276659317
Leutkirch im Allgäu,Leutkirch im Allgau,47.8256,10.0222,Germany,DE,DEU,Baden-Württemberg,,23588,1276589635
Dillenburg,Dillenburg,50.7333,8.2833,Germany,DE,DEU,Hesse,,23533,1276583007
Gersthofen,Gersthofen,48.4167,10.8667,Germany,DE,DEU,Bavaria,,23492,1276965949
Kaltenkirchen,Kaltenkirchen,53.8397,9.9603,Germany,DE,DEU,Schleswig-Holstein,minor,23478,1276286164
Sonneberg,Sonneberg,50.35,11.1667,Germany,DE,DEU,Thuringia,minor,23435,1276304773
Netphen,Netphen,50.9147,8.1,Germany,DE,DEU,North Rhine-Westphalia,,23430,1276020652
Hannoversch Münden,Hannoversch Munden,51.4167,9.65,Germany,DE,DEU,Lower Saxony,,23418,1276002967
Salzwedel,Salzwedel,52.85,11.15,Germany,DE,DEU,Saxony-Anhalt,minor,23394,1276222011
Weilheim,Weilheim,47.8333,11.1333,Germany,DE,DEU,Bavaria,minor,23378,1276001381
Kitzingen,Kitzingen,49.7333,10.1667,Germany,DE,DEU,Bavaria,minor,23377,1276000007
Warburg,Warburg,51.4881,9.14,Germany,DE,DEU,North Rhine-Westphalia,,23336,1276612246
Nagold,Nagold,48.5519,8.7256,Germany,DE,DEU,Baden-Württemberg,,23321,1276622142
Wertheim,Wertheim,49.75,9.5167,Germany,DE,DEU,Baden-Württemberg,,23319,1276150823
Senftenberg,Senftenberg,51.5167,14.0167,Germany,DE,DEU,Brandenburg,minor,23282,1276241839
Quedlinburg,Quedlinburg,51.7917,11.1472,Germany,DE,DEU,Saxony-Anhalt,,23277,1276672547
Vreden,Vreden,52.0331,6.8331,Germany,DE,DEU,North Rhine-Westphalia,,23265,1276296218
Karben,Karben,50.2322,8.7681,Germany,DE,DEU,Hesse,,23253,1276723734
Neusäß,Neusass,48.4,10.8333,Germany,DE,DEU,Bavaria,,23251,1276057547
Rastede,Rastede,53.25,8.2,Germany,DE,DEU,Lower Saxony,minor,23247,1276294384
Bad Kissingen,Bad Kissingen,50.2,10.0667,Germany,DE,DEU,Bavaria,minor,23245,1276216676
Überlingen,Uberlingen,47.7667,9.165,Germany,DE,DEU,Baden-Württemberg,,23240,1276778071
Friesoythe,Friesoythe,53.0206,7.8586,Germany,DE,DEU,Lower Saxony,minor,23234,1276189033
Bad Soden am Taunus,Bad Soden am Taunus,50.1424,8.4997,Germany,DE,DEU,Hesse,,23174,1276847418
Senden,Senden,48.3236,10.0442,Germany,DE,DEU,Bavaria,,23143,1276555386
Bad Salzungen,Bad Salzungen,50.8117,10.2333,Germany,DE,DEU,Thuringia,minor,23133,1276249222
Lengerich,Lengerich,52.1897,7.8525,Germany,DE,DEU,North Rhine-Westphalia,,23067,1276617854
Edewecht,Edewecht,53.1258,7.9825,Germany,DE,DEU,Lower Saxony,minor,23061,1276458945
Haar,Haar,48.1114,11.7311,Germany,DE,DEU,Bavaria,,23056,1276621025
Laupheim,Laupheim,48.2289,9.8797,Germany,DE,DEU,Baden-Württemberg,,23044,1276003982
Stadthagen,Stadthagen,52.3247,9.2069,Germany,DE,DEU,Lower Saxony,minor,22924,1276512771
Apolda,Apolda,51.0247,11.5139,Germany,DE,DEU,Thuringia,minor,22896,1276857102
Wallenhorst,Wallenhorst,52.35,8.0167,Germany,DE,DEU,Lower Saxony,,22855,1276580914
Burg,Burg,52.2725,11.855,Germany,DE,DEU,Saxony-Anhalt,minor,22738,1276295040
Herdecke,Herdecke,51.4,7.4333,Germany,DE,DEU,North Rhine-Westphalia,,22665,1276078079
Asleben,Asleben,51.5167,11.55,Germany,DE,DEU,Saxony-Anhalt,,22609,1276377839
Büdingen,Budingen,50.2908,9.1125,Germany,DE,DEU,Hesse,,22607,1276951058
Bad Rappenau,Bad Rappenau,49.2389,9.1028,Germany,DE,DEU,Baden-Württemberg,,22586,1276726877
Eschborn,Eschborn,50.1437,8.569,Germany,DE,DEU,Hesse,,22551,1276712049
Metzingen,Metzingen,48.5367,9.2858,Germany,DE,DEU,Baden-Württemberg,,22530,1276043043
Ottobrunn,Ottobrunn,48.0667,11.6667,Germany,DE,DEU,Bavaria,,22510,1276842192
Heide,Heide,54.1961,9.0933,Germany,DE,DEU,Schleswig-Holstein,minor,22467,1276473220
Quickborn,Quickborn,53.7333,9.8972,Germany,DE,DEU,Schleswig-Holstein,,22339,1276737039
Donaueschingen,Donaueschingen,47.9531,8.5033,Germany,DE,DEU,Baden-Württemberg,,22312,1276107502
Waldkirch,Waldkirch,48.0939,7.9608,Germany,DE,DEU,Baden-Württemberg,,22266,1276926019
Eppingen,Eppingen,49.1333,8.9167,Germany,DE,DEU,Baden-Württemberg,,22252,1276844300
Versmold,Versmold,52.0436,8.15,Germany,DE,DEU,North Rhine-Westphalia,,22242,1276482608
Aichach,Aichach,48.45,11.1333,Germany,DE,DEU,Bavaria,minor,22222,1276090074
Radevormwald,Radevormwald,51.2,7.35,Germany,DE,DEU,North Rhine-Westphalia,,22159,1276941483
Karlsfeld,Karlsfeld,48.227,11.467,Germany,DE,DEU,Bavaria,,22101,1276796218
Ilsede,Ilsede,52.2675,10.2236,Germany,DE,DEU,Lower Saxony,,22080,1276410827
Soltau,Soltau,52.9833,9.8333,Germany,DE,DEU,Lower Saxony,minor,22040,1276678434
Sonthofen,Sonthofen,47.5142,10.2817,Germany,DE,DEU,Bavaria,minor,22035,1276823857
Elsdorf,Elsdorf,50.9333,6.5667,Germany,DE,DEU,North Rhine-Westphalia,,21993,1276581538
Bad Krozingen,Bad Krozingen,47.9181,7.7025,Germany,DE,DEU,Baden-Württemberg,,21971,1276964772
Gardelegen,Gardelegen,52.5264,11.3925,Germany,DE,DEU,Saxony-Anhalt,,21926,1276557570
Bockum,Bockum,51.35,6.6167,Germany,DE,DEU,North Rhine-Westphalia,,21903,1276162253
Eislingen,Eislingen,48.6933,9.7067,Germany,DE,DEU,Baden-Württemberg,,21894,1276267974
Günzburg,Gunzburg,48.4525,10.2711,Germany,DE,DEU,Bavaria,minor,21865,1276986738
Mühldorf,Muhldorf,48.2456,12.5228,Germany,DE,DEU,Bavaria,minor,21860,1276623949
Lindlar,Lindlar,51.0167,7.3833,Germany,DE,DEU,North Rhine-Westphalia,,21836,1276176624
Glauchau,Glauchau,50.8233,12.5444,Germany,DE,DEU,Saxony,,21807,1276610130
Xanten,Xanten,51.6622,6.4539,Germany,DE,DEU,North Rhine-Westphalia,,21776,1276917094
Waghäusel,Waghausel,49.25,8.5169,Germany,DE,DEU,Baden-Württemberg,,21766,1276002094
Seligenstadt,Seligenstadt,50.0441,8.9753,Germany,DE,DEU,Hesse,,21752,1276356108
Flörsheim,Florsheim,50.0117,8.4281,Germany,DE,DEU,Hesse,,21751,1276463362
Geseke,Geseke,51.6397,8.5086,Germany,DE,DEU,North Rhine-Westphalia,,21749,1276815446
Stadtallendorf,Stadtallendorf,50.8333,9.0167,Germany,DE,DEU,Hesse,,21733,1276032217
Zossen,Zossen,52.2167,13.4497,Germany,DE,DEU,Brandenburg,,21643,1276905478
Hockenheim,Hockenheim,49.3181,8.5472,Germany,DE,DEU,Baden-Württemberg,,21631,1276940967
Schwetzingen,Schwetzingen,49.3833,8.5667,Germany,DE,DEU,Baden-Württemberg,,21609,1276516691
Traunstein,Traunstein,47.8683,12.6433,Germany,DE,DEU,Bavaria,minor,21551,1276793310
Bad Harzburg,Bad Harzburg,51.8828,10.5617,Germany,DE,DEU,Lower Saxony,,21503,1276192309
Spremberg,Spremberg,51.5717,14.3794,Germany,DE,DEU,Brandenburg,,21497,1276939967
Zerbst,Zerbst,51.9681,12.0844,Germany,DE,DEU,Saxony-Anhalt,,21483,1276007718
Rees,Rees,51.7625,6.3978,Germany,DE,DEU,North Rhine-Westphalia,,21452,1276451097
Gauting,Gauting,48.0678,11.3739,Germany,DE,DEU,Bavaria,,21435,1276677644
Wildeshausen,Wildeshausen,52.8931,8.4314,Germany,DE,DEU,Lower Saxony,minor,21424,1276599018
Puchheim,Puchheim,48.15,11.35,Germany,DE,DEU,Bavaria,,21410,1276452600
Osterode,Osterode,51.7286,10.2522,Germany,DE,DEU,Lower Saxony,minor,21382,1276593815
Zülpich,Zulpich,50.7,6.65,Germany,DE,DEU,North Rhine-Westphalia,,21375,1276675318
Germersheim,Germersheim,49.2167,8.3667,Germany,DE,DEU,Rhineland-Palatinate,minor,21295,1276963829
Schramberg,Schramberg,48.2269,8.3842,Germany,DE,DEU,Baden-Württemberg,,21231,1276492911
Waren,Waren,53.5167,12.6833,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,21217,1276254088
Sondershausen,Sondershausen,51.3667,10.8667,Germany,DE,DEU,Thuringia,minor,21183,1276468586
Herborn,Herborn,50.6825,8.3061,Germany,DE,DEU,Hesse,,21142,1276002994
Wipperfürth,Wipperfurth,51.1167,7.4,Germany,DE,DEU,North Rhine-Westphalia,,21059,1276735297
Nördlingen,Nordlingen,48.85,10.5,Germany,DE,DEU,Bavaria,,21053,1276160287
Hörstel,Horstel,52.2972,7.5861,Germany,DE,DEU,North Rhine-Westphalia,,21049,1276546954
Traunreut,Traunreut,47.9667,12.5833,Germany,DE,DEU,Bavaria,,21021,1276958674
Groß-Umstadt,Gross-Umstadt,49.8648,8.9567,Germany,DE,DEU,Hesse,,21018,1276232744
Wülfrath,Wulfrath,51.2833,7.0333,Germany,DE,DEU,North Rhine-Westphalia,,21009,1276377418
Luckenwalde,Luckenwalde,52.0831,13.1667,Germany,DE,DEU,Brandenburg,minor,21000,1276376363
Senden,Senden,51.8572,7.4828,Germany,DE,DEU,North Rhine-Westphalia,,20991,1276271183
Mössingen,Mossingen,48.4064,9.0575,Germany,DE,DEU,Baden-Württemberg,,20979,1276236369
Schortens,Schortens,53.5333,7.95,Germany,DE,DEU,Lower Saxony,minor,20932,1276002315
Dingolfing,Dingolfing,48.6333,12.5,Germany,DE,DEU,Bavaria,minor,20927,1276764455
Bruchköbel,Bruchkobel,50.1833,8.9167,Germany,DE,DEU,Hesse,,20894,1276199010
Steinhagen,Steinhagen,52.005,8.4147,Germany,DE,DEU,North Rhine-Westphalia,,20885,1276279674
Wittmund,Wittmund,53.5747,7.7808,Germany,DE,DEU,Lower Saxony,minor,20835,1276497812
Neufahrn bei Freising,Neufahrn bei Freising,48.3159,11.6632,Germany,DE,DEU,Bavaria,,20819,1276307498
Werdau,Werdau,50.7333,12.3833,Germany,DE,DEU,Saxony,,20793,1276717054
Stadtlohn,Stadtlohn,51.9925,6.915,Germany,DE,DEU,North Rhine-Westphalia,,20791,1276897939
Bad Waldsee,Bad Waldsee,47.9211,9.7519,Germany,DE,DEU,Baden-Württemberg,,20786,1276818086
Enger,Enger,52.1333,8.5667,Germany,DE,DEU,North Rhine-Westphalia,,20724,1276241559
Schifferstadt,Schifferstadt,49.3861,8.3761,Germany,DE,DEU,Rhineland-Palatinate,,20682,1276776055
Wachtberg,Wachtberg,50.6242,7.1322,Germany,DE,DEU,North Rhine-Westphalia,,20670,1276189631
Meinerzhagen,Meinerzhagen,51.1061,7.6403,Germany,DE,DEU,North Rhine-Westphalia,,20653,1276363054
Nidderau,Nidderau,50.25,8.9,Germany,DE,DEU,Hesse,,20652,1276730067
Schwanewede,Schwanewede,53.2337,8.5957,Germany,DE,DEU,Lower Saxony,minor,20599,1276874322
Coswig,Coswig,51.1333,13.5833,Germany,DE,DEU,Saxony,,20561,1276791212
Tettnang,Tettnang,47.6708,9.5875,Germany,DE,DEU,Baden-Württemberg,,20520,1276775320
Dülken,Dulken,51.2522,6.3353,Germany,DE,DEU,North Rhine-Westphalia,,20469,1276245345
Haßloch,Hassloch,49.3633,8.2558,Germany,DE,DEU,Rhineland-Palatinate,,20450,1276280419
Fröndenberg,Frondenberg,51.4719,7.7658,Germany,DE,DEU,North Rhine-Westphalia,,20450,1276071190
Lichtenfels,Lichtenfels,50.1469,11.0683,Germany,DE,DEU,Bavaria,minor,20403,1276573026
Korntal-Münchingen,Korntal-Munchingen,48.8306,9.1214,Germany,DE,DEU,Baden-Württemberg,,20394,1276087969
Uetze,Uetze,52.4661,10.2039,Germany,DE,DEU,Lower Saxony,,20392,1276620577
Ochtrup,Ochtrup,52.2056,7.1903,Germany,DE,DEU,North Rhine-Westphalia,,20392,1276195349
Neustrelitz,Neustrelitz,53.3647,13.0636,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,20385,1276001058
Giengen an der Brenz,Giengen an der Brenz,48.6217,10.245,Germany,DE,DEU,Baden-Württemberg,,20358,1276782990
Duderstadt,Duderstadt,51.5125,10.2597,Germany,DE,DEU,Lower Saxony,,20320,1276392919
Telgte,Telgte,51.9819,7.7856,Germany,DE,DEU,North Rhine-Westphalia,,20301,1276981111
Reichenbach/Vogtland,Reichenbach/Vogtland,50.6167,12.3,Germany,DE,DEU,Saxony,,20273,1276903490
Schopfheim,Schopfheim,47.6494,7.8247,Germany,DE,DEU,Baden-Württemberg,,20238,1276002233
Oberkirch,Oberkirch,48.5322,8.0786,Germany,DE,DEU,Baden-Württemberg,,20237,1276739886
Greiz,Greiz,50.6547,12.1997,Germany,DE,DEU,Thuringia,minor,20220,1276236041
Holzminden,Holzminden,51.8297,9.4483,Germany,DE,DEU,North Rhine-Westphalia,minor,20217,1276491992
Blieskastel,Blieskastel,49.2373,7.2529,Germany,DE,DEU,Saarland,,20202,1276041906
Bad Schwartau,Bad Schwartau,53.9194,10.6975,Germany,DE,DEU,Schleswig-Holstein,minor,20169,1276687859
Kürten,Kurten,51.05,7.2667,Germany,DE,DEU,North Rhine-Westphalia,,20158,1276494913
Donauwörth,Donauworth,48.7184,10.777,Germany,DE,DEU,Bavaria,minor,20108,1276878391
Waldbröl,Waldbrol,50.8789,7.615,Germany,DE,DEU,North Rhine-Westphalia,,20081,1276170251
Dillingen,Dillingen,48.5769,10.4939,Germany,DE,DEU,Bavaria,minor,20070,1276506212
Leinefelde,Leinefelde,51.3833,10.3333,Germany,DE,DEU,Thuringia,,20053,1276779963
Moosburg,Moosburg,48.4667,11.9333,Germany,DE,DEU,Bavaria,,20027,1276561909
Borna,Borna,51.1167,12.5,Germany,DE,DEU,Saxony,,20013,1276020510
Schmalkalden,Schmalkalden,50.7167,10.45,Germany,DE,DEU,Thuringia,,19984,1276313755
Wilnsdorf,Wilnsdorf,50.8167,8.1,Germany,DE,DEU,North Rhine-Westphalia,,19942,1276419924
Dillingen,Dillingen,49.3574,6.7196,Germany,DE,DEU,Saarland,,19941,1276001038
Nottuln,Nottuln,51.9278,7.3542,Germany,DE,DEU,North Rhine-Westphalia,,19921,1276258837
Sarstedt,Sarstedt,52.2394,9.8606,Germany,DE,DEU,Lower Saxony,,19896,1276490791
Hiddenhausen,Hiddenhausen,52.1667,8.6167,Germany,DE,DEU,North Rhine-Westphalia,,19896,1276748088
Oschersleben,Oschersleben,52.0167,11.25,Germany,DE,DEU,Saxony-Anhalt,,19885,1276686337
Mayen,Mayen,50.3333,7.2167,Germany,DE,DEU,Rhineland-Palatinate,,19882,1276174509
Rhede,Rhede,51.8333,6.7006,Germany,DE,DEU,North Rhine-Westphalia,,19837,1276000350
Schenefeld,Schenefeld,53.6028,9.8233,Germany,DE,DEU,Schleswig-Holstein,minor,19817,1276791655
Ennigerloh,Ennigerloh,51.8367,8.0256,Germany,DE,DEU,North Rhine-Westphalia,,19812,1276421778
Gerlingen,Gerlingen,48.8,9.0653,Germany,DE,DEU,Baden-Württemberg,,19774,1276144443
Müllheim,Mullheim,47.8083,7.6308,Germany,DE,DEU,Baden-Württemberg,,19756,1276925185
Bückeburg,Buckeburg,52.2608,9.0492,Germany,DE,DEU,Lower Saxony,,19754,1276508515
Bad Aibling,Bad Aibling,47.8639,12.01,Germany,DE,DEU,Bavaria,,19745,1276844408
Gröbenzell,Grobenzell,48.1927,11.3719,Germany,DE,DEU,Bavaria,,19731,1276398825
Wittlich,Wittlich,49.9869,6.8897,Germany,DE,DEU,Rhineland-Palatinate,minor,19718,1276069973
Marsberg,Marsberg,51.46,8.8556,Germany,DE,DEU,North Rhine-Westphalia,,19704,1276309670
Torgau,Torgau,51.5603,13.0056,Germany,DE,DEU,Saxony,minor,19683,1276804920
Engelskirchen,Engelskirchen,50.9833,7.4167,Germany,DE,DEU,North Rhine-Westphalia,,19637,1276315673
Wenden,Wenden,50.9667,7.8667,Germany,DE,DEU,North Rhine-Westphalia,,19604,1276958292
Haiger,Haiger,50.7422,8.2039,Germany,DE,DEU,Hesse,,19596,1276810840
Bad Pyrmont,Bad Pyrmont,51.9867,9.2636,Germany,DE,DEU,Lower Saxony,,19596,1276800450
Mölln,Molln,53.6269,10.6847,Germany,DE,DEU,Schleswig-Holstein,minor,19566,1276643502
Nauen,Nauen,52.6,12.8831,Germany,DE,DEU,Brandenburg,,19563,1276864648
Sulzbach-Rosenberg,Sulzbach-Rosenberg,49.5,11.75,Germany,DE,DEU,Bavaria,,19548,1276541212
Wassenberg,Wassenberg,51.1,6.15,Germany,DE,DEU,North Rhine-Westphalia,,19541,1276956199
Alzey,Alzey,49.7517,8.1161,Germany,DE,DEU,Rhineland-Palatinate,minor,19530,1276680173
Schönefeld,Schonefeld,52.3917,13.5004,Germany,DE,DEU,Brandenburg,,19529,1276663675
Wolfratshausen,Wolfratshausen,47.9133,11.4278,Germany,DE,DEU,Bavaria,,19499,1276706639
Bad Driburg,Bad Driburg,51.7333,9.0167,Germany,DE,DEU,North Rhine-Westphalia,,19496,1276571920
Burghausen,Burghausen,48.1667,12.8333,Germany,DE,DEU,Bavaria,,19494,1276305755
Kleinsachsenheim,Kleinsachsenheim,48.96,9.0647,Germany,DE,DEU,Baden-Württemberg,,19480,1276375444
Hechingen,Hechingen,48.3517,8.9633,Germany,DE,DEU,Baden-Württemberg,,19475,1276884131
Annaberg-Buchholz,Annaberg-Buchholz,50.58,13.0022,Germany,DE,DEU,Saxony,minor,19470,1276866777
Eschwege,Eschwege,51.1881,10.0528,Germany,DE,DEU,Hesse,minor,19435,1276348756
Heusenstamm,Heusenstamm,50.0596,8.8068,Germany,DE,DEU,Hesse,,19426,1276666927
Kolbermoor,Kolbermoor,47.85,12.0667,Germany,DE,DEU,Bavaria,,19414,1276583234
Bad Tölz,Bad Tolz,47.7603,11.5567,Germany,DE,DEU,Bavaria,minor,19360,1276892151
Weil der Stadt,Weil der Stadt,48.7508,8.8706,Germany,DE,DEU,Baden-Württemberg,,19340,1276534554
Gilching,Gilching,48.1103,11.3011,Germany,DE,DEU,Bavaria,,19296,1276366284
Eitorf,Eitorf,50.7697,7.4517,Germany,DE,DEU,North Rhine-Westphalia,,19269,1276150855
Schwalmtal,Schwalmtal,51.2225,6.2625,Germany,DE,DEU,North Rhine-Westphalia,,19248,1276833199
Schkeuditz,Schkeuditz,51.4,12.2167,Germany,DE,DEU,Saxony,,19234,1276228794
Pfullingen,Pfullingen,48.4656,9.2261,Germany,DE,DEU,Baden-Württemberg,,19221,1276393885
Haldensleben,Haldensleben,52.2833,11.4167,Germany,DE,DEU,Saxony-Anhalt,minor,19188,1276371853
Seesen,Seesen,51.8931,10.1783,Germany,DE,DEU,Lower Saxony,,19185,1276914120
Schneverdingen,Schneverdingen,53.1167,9.8,Germany,DE,DEU,Lower Saxony,minor,19169,1276752778
Lebach,Lebach,49.41,6.91,Germany,DE,DEU,Saarland,,19108,1276242576
Bad Reichenhall,Bad Reichenhall,47.7247,12.8769,Germany,DE,DEU,Bavaria,minor,19087,1276059039
Sömmerda,Sommerda,51.1617,11.1169,Germany,DE,DEU,Thuringia,minor,19052,1276806984
Blankenburg,Blankenburg,51.7953,10.9622,Germany,DE,DEU,Saxony-Anhalt,,19034,1276635033
Marktoberdorf,Marktoberdorf,47.7667,10.6167,Germany,DE,DEU,Bavaria,minor,19033,1276720955
Bremervörde,Bremervorde,53.4833,9.1333,Germany,DE,DEU,Lower Saxony,minor,19023,1276000575
Prenzlau,Prenzlau,53.3098,13.8627,Germany,DE,DEU,Brandenburg,minor,19022,1276456147
Burscheid,Burscheid,51.0856,7.1136,Germany,DE,DEU,North Rhine-Westphalia,,19005,1276397307
Neviges,Neviges,51.3128,7.0869,Germany,DE,DEU,North Rhine-Westphalia,,18937,1276164931
Weißenburg,Weissenburg,49.0306,10.9719,Germany,DE,DEU,Bavaria,minor,18931,1276099657
Bad Segeberg,Bad Segeberg,53.9361,10.3097,Germany,DE,DEU,Schleswig-Holstein,minor,18891,1276181220
Hemmingen,Hemmingen,52.3236,9.7256,Germany,DE,DEU,Lower Saxony,,18885,1276579217
Bad Berleburg,Bad Berleburg,51.0497,8.4,Germany,DE,DEU,North Rhine-Westphalia,,18833,1276128056
Radeberg,Radeberg,51.1167,13.9167,Germany,DE,DEU,Saxony,,18824,1276815602
Bad Dürkheim,Bad Durkheim,49.4618,8.1724,Germany,DE,DEU,Rhineland-Palatinate,minor,18821,1276602357
Hochheim am Main,Hochheim am Main,50.0108,8.3508,Germany,DE,DEU,Hesse,,18810,1276794905
Alzenau in Unterfranken,Alzenau in Unterfranken,50.0835,9.0669,Germany,DE,DEU,Bavaria,,18787,1276942017
Uetersen,Uetersen,53.6872,9.6692,Germany,DE,DEU,Schleswig-Holstein,minor,18776,1276507212
Alfeld,Alfeld,51.9886,9.8269,Germany,DE,DEU,Lower Saxony,,18679,1276733070
Schwalmstadt,Schwalmstadt,50.9128,9.1889,Germany,DE,DEU,Hesse,,18661,1276496894
Glinde,Glinde,53.5406,10.2111,Germany,DE,DEU,Schleswig-Holstein,minor,18656,1276316044
Renningen,Renningen,48.7661,8.9347,Germany,DE,DEU,Baden-Württemberg,,18655,1276122703
Vellmar,Vellmar,51.3588,9.4677,Germany,DE,DEU,Hesse,,18622,1276293369
Bergneustadt,Bergneustadt,51.0208,7.6481,Germany,DE,DEU,North Rhine-Westphalia,,18621,1276283829
Rhaude,Rhaude,53.1667,7.55,Germany,DE,DEU,Lower Saxony,,18620,1276244739
Rhynern,Rhynern,51.6303,7.8558,Germany,DE,DEU,North Rhine-Westphalia,,18578,1276906435
Illertissen,Illertissen,48.2228,10.1053,Germany,DE,DEU,Bavaria,,18578,1276593057
Kronberg,Kronberg,50.1797,8.5085,Germany,DE,DEU,Hesse,,18569,1276558702
Hoppegarten,Hoppegarten,52.5156,13.6678,Germany,DE,DEU,Brandenburg,,18556,1276233204
Hessisch Oldendorf,Hessisch Oldendorf,52.1667,9.25,Germany,DE,DEU,Lower Saxony,,18556,1276530384
Konz,Konz,49.7028,6.5794,Germany,DE,DEU,Rhineland-Palatinate,,18539,1276863750
Lahnstein,Lahnstein,50.3011,7.6056,Germany,DE,DEU,Rhineland-Palatinate,,18536,1276335770
Vechelde,Vechelde,52.2608,10.3719,Germany,DE,DEU,Lower Saxony,,18496,1276280794
Crimmitschau,Crimmitschau,50.8181,12.3875,Germany,DE,DEU,Saxony,,18479,1276188517
Wörth am Rhein,Worth am Rhein,49.0517,8.2603,Germany,DE,DEU,Rhineland-Palatinate,,18405,1276803392
Vlotho,Vlotho,52.1667,8.8497,Germany,DE,DEU,North Rhine-Westphalia,,18403,1276438597
Langen,Langen,53.6116,8.6032,Germany,DE,DEU,Lower Saxony,,18395,1276787724
Parchim,Parchim,53.4277,11.8482,Germany,DE,DEU,Mecklenburg-Western Pomerania,minor,18270,1276781173
Püttlingen,Puttlingen,49.2833,6.8833,Germany,DE,DEU,Saarland,,18243,1276328612
Bönen,Bonen,51.5986,7.7592,Germany,DE,DEU,North Rhine-Westphalia,,18239,1276501741
Buchen in Odenwald,Buchen in Odenwald,49.5217,9.3233,Germany,DE,DEU,Baden-Württemberg,,18203,1276974738
Hochelheim,Hochelheim,50.525,8.7333,Germany,DE,DEU,Hesse,,18199,1276814959
Schrobenhausen,Schrobenhausen,48.5669,11.2583,Germany,DE,DEU,Bavaria,,18199,1276307699
Taufkirchen,Taufkirchen,48.05,11.6167,Germany,DE,DEU,Bavaria,,18176,1276946888
Heusweiler,Heusweiler,49.3375,6.9301,Germany,DE,DEU,Saarland,,18158,1276589030
Frankenberg,Frankenberg,51.0589,8.7967,Germany,DE,DEU,Hesse,,18138,1276051534
Sigmaringen,Sigmaringen,48.0869,9.2167,Germany,DE,DEU,Baden-Württemberg,minor,18127,1276579491
Großenhain,Grossenhain,51.2919,13.5342,Germany,DE,DEU,Saxony,,18077,1276062611
Ismaning,Ismaning,48.2264,11.6725,Germany,DE,DEU,Bavaria,,18043,1276633464
Halstenbek,Halstenbek,53.6334,9.8372,Germany,DE,DEU,Schleswig-Holstein,minor,18042,1276502053
